"Уникальный код улицы";"Наименование улицы для поиска, сортировки";"Действующее на данный момент наименование улицы для документов";"Действующее наименование для документов, приведенное к написанию наименования по ОМК УМ, но с сокращениями географических терминов";"Короткое наименование улицы МосгорБТИ";"Наименование  улицы по ОМК УМ";"Код состояния наименования";"Признак действующего наименования (1 — да, 0 — нет)";"Территориальная принадлежность улицы (коды районов)";"Примечание";"Код документа, на основании которого произведен ввод наименования";"Номер документа, на основании которого произведен ввод наименования";"Дата документа, на основании которого произведен ввод наименования";"Стандартизованная дата документа, на основании которого произведен ввод наименования";"Код «родителей» (ретроспектива)";"Код «потомков» (перспектива)";"Код улицы как физического объекта";"Дата ввода в Базу данных";"Основное наименование (без типа топонима)";"Код типа топонима";"Признак принадлежности к ОМК УМ";"Признак удаления";"Состояние наименования  улицы";"Документ, на основании которого произведен ввод наименования";"Наименование типа топонима";"Состояние подписи";
"1080";"Гарибальди ул.";"Гарибальди ул.";"ул. Гарибальди";"Гарибальди ул.";"улица Гарибальди";"1";"1";"611,613,619";"";"3";"";"26.05.1961";"26.05.1961 00:00:00";"";"";"4640";"01.11.1980 00:00:00";"Гарибальди";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1103";"Глинистый пер.";"Глинистый пер.";"Глинистый пер.";"Глинистый пер.";"Глинистый переулок";"1";"1";"107";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"4850";"01.11.1980 00:00:00";"Глинистый";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"1160";"Гражданская 3-я ул.";"Гражданская 3-я ул.";"3-я Гражданская ул.";"Гражданская 3-я ул.";"3-я Гражданская улица";"1";"1";"301";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"5340";"01.11.1980 00:00:00";"3-я Гражданская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1165";"Грайвороновский 2-й пр.";"Грайвороновский 2-й пр.";"2-й Грайвороновский пр.";"Грайвороновский 2-й пр.";"2-й Грайвороновский проезд";"1";"1";"419,421";"";"3";"";"08.07.1955";"08.07.1955 00:00:00";"";"";"5390";"01.11.1980 00:00:00";"2-й Грайвороновский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"1176";"Грохольский пер.";"Грохольский пер.";"Грохольский пер.";"Грохольский пер.";"Грохольский переулок";"1";"1";"105,107";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"5520";"01.11.1980 00:00:00";"Грохольский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"1180";"Грузинская М. ул.";"Грузинская М. ул.";"Малая Грузинская ул.";"Грузинская М. ул.";"Малая Грузинская улица";"1";"1";"109";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"5552";"01.11.1980 00:00:00";"Малая Грузинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1185";"Губкина ул.";"Губкина ул.";"ул. Губкина";"Губкина ул.";"улица Губкина";"1";"1";"601,603";"";"3";"";"30.07.1963";"30.07.1963 00:00:00";"";"";"5580";"01.11.1980 00:00:00";"Губкина";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"3056";"Ленинградский просп.";"Ленинградский просп.";"Ленинградский просп.";"Ленинградский просп.";"Ленинградский проспект";"1";"1";"901,903,925,931";"";"3";"";"13.12.1957";"13.12.1957 00:00:00";"";"";"13320";"01.11.1980 00:00:00";"Ленинградский";"10";"1";"0";"действующее наи";"архивные данные";"просп.";"Запись не подписана";
"3060";"Ленинградское шоссе";"Ленинградское шоссе";"Ленинградское шоссе";"Ленинградское шоссе";"Ленинградское шоссе";"1";"1";"909,913,921,922,925,1009,1010";"";"3";"";"12.08.1924";"12.08.1924 00:00:00";"";"";"13330";"01.11.1980 00:00:00";"Ленинградское";"6";"1";"0";"действующее наи";"архивные данные";"шоссе";"Запись не подписана";
"3079";"Лермонтовский просп.";"Лермонтовский просп.";"Лермонтовский просп.";"Лермонтовский просп.";"Лермонтовский проспект";"1";"1";"401";"";"3";"";"11.12.1985";"11.12.1985 00:00:00";"";"";"13425";"02.01.1985 00:00:00";"Лермонтовский";"10";"1";"0";"действующее наи";"архивные данные";"просп.";"Запись не подписана";
"3098";"Лестева ул.";"Лестева ул.";"ул. Лестева";"Лестева ул.";"улица Лестева";"1";"1";"507";"";"3";"";"30.04.1968";"30.04.1968 00:00:00";"";"";"13580";"01.11.1980 00:00:00";"Лестева";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"3101";"Летняя аллея";"Летняя аллея";"Летняя аллея";"Летняя аллея";"Летняя аллея";"1";"1";"901";"";"3";"";"1925 г.";"01.01.1925 00:00:00";"";"";"13630";"01.11.1980 00:00:00";"Летняя";"9";"1";"0";"действующее наи";"архивные данные";"аллея";"Запись не подписана";
"3103";"Лефортовская наб.";"Лефортовская наб.";"Лефортовская наб.";"Лефортовская наб.";"Лефортовская набережная";"1";"1";"101";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"13660";"01.11.1980 00:00:00";"Лефортовская";"5";"1";"0";"действующее наи";"архивные данные";"наб.";"Запись не подписана";
"3118";"Литовский бульв.";"Литовский бульв.";"Литовский бульв.";"Литовский бульв.";"Литовский бульвар";"1";"1";"623";"";"3";"";"11.10.1978";"11.10.1978 00:00:00";"";"";"13805";"13.02.1990 00:00:00";"Литовский";"8";"1";"0";"действующее наи";"архивные данные";"бульв.";"Запись не подписана";
"3128";"Лобачевского ул.";"Лобачевского ул.";"ул. Лобачевского";"Лобачевского ул.";"улица Лобачевского";"1";"1";"723,725,721";"";"3";"";"13.11.1962";"13.11.1962 00:00:00";"";"";"13950";"01.11.1980 00:00:00";"Лобачевского";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"3142";"Лосинский пр.";"Лосинский пр.";"Лосинский пр.";"Лосинский пр.";"Лосинский проезд";"1";"1";"329";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"14070";"01.11.1980 00:00:00";"Лосинский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"3151";"Луговая ул. (пос.Внуково)";"Луговая ул. (пос.Внуково)";"пос.Внуково, Луговая ул.";"Луговая ул.(Внуково)";"Луговая улица";"1";"1";"701";"";"3";"";"27.09.1956";"27.09.1956 00:00:00";"";"";"14110";"01.11.1980 00:00:00";"Луговая";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"3155";"Лужская ул.";"Лужская ул.";"Лужская ул.";"Лужская ул.";"Лужская улица";"1";"1";"922";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"14129";"11.03.1986 00:00:00";"Лужская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"3159";"Луков пер.";"Луков пер.";"Луков пер.";"Луков пер.";"Луков переулок";"1";"1";"105";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"14140";"01.11.1980 00:00:00";"Луков";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"3180";"Люберецкий 2-й пр.";"Люберецкий 2-й пр.";"2-й Люберецкий пр.";"Люберецкий 2-й пр.";"2-й Люберецкий проезд";"1";"1";"401";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"14322";"19.06.1986 00:00:00";"2-й Люберецкий";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"3181";"Люберецкий 3-й пр.";"Люберецкий 3-й пр.";"3-й Люберецкий пр.";"Люберецкий 3-й пр.";"3-й Люберецкий проезд";"1";"1";"401";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"14323";"19.06.1986 00:00:00";"3-й Люберецкий";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"3200";"Лермонтовская пл. (до разделения)";"Лермонтовская пл.";"Лермонтовская пл.";"Лермонтовская пл.(до дел)";"Лермонтовская площадь";"8";"0";"105,101";"";"9";"";"";"";"";"2445,3208";"13430";"";"Лермонтовская";"4";"0";"0";"разделенное наи";"нет данных";"пл.";"Запись не подписана";
"3217";"Леонова 1-я ул.";"Леонова 1-я ул.";"1-я ул. Леонова";"Леонова 1-я ул.";"1-я улица Леонова";"1";"1";"223";"";"9";"";"до 1917 г.";"31.12.1916 00:00:00";"3076";"";"13400";"";"1-я Леонова";"1";"1";"0";"действующее наи";"нет данных";"ул.";"Запись не подписана";
"3237";"Леонова 2-й пр.";"Леонова 2-й пр.";"Леонова 2-й пр.";"Леонова 2-й пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"63237";"";"Леонова 2-й";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"3266";"Лихоборский Нижн.1-й пр.";"Лихоборский Нижн.1-й пр.";"1-й Нижний Лихоборский пр.";"Лихоборский Нижн.1-й пр.";"1-й Нижний Лихоборский проезд";"2";"0";"";"";"9";"";"";"";"";"4006";"17270";"";"1-й Нижний Лихоборский";"3";"0";"0";"прежнее наимено";"нет данных";"пр.";"Запись не подписана";
