"Уникальный код улицы";"Наименование улицы для поиска, сортировки";"Действующее на данный момент наименование улицы для документов";"Действующее наименование для документов, приведенное к написанию наименования по ОМК УМ, но с сокращениями географических терминов";"Короткое наименование улицы МосгорБТИ";"Наименование  улицы по ОМК УМ";"Код состояния наименования";"Признак действующего наименования (1 — да, 0 — нет)";"Территориальная принадлежность улицы (коды районов)";"Примечание";"Код документа, на основании которого произведен ввод наименования";"Номер документа, на основании которого произведен ввод наименования";"Дата документа, на основании которого произведен ввод наименования";"Стандартизованная дата документа, на основании которого произведен ввод наименования";"Код «родителей» (ретроспектива)";"Код «потомков» (перспектива)";"Код улицы как физического объекта";"Дата ввода в Базу данных";"Основное наименование (без типа топонима)";"Код типа топонима";"Признак принадлежности к ОМК УМ";"Признак удаления";"Состояние наименования  улицы";"Документ, на основании которого произведен ввод наименования";"Наименование типа топонима";"Состояние подписи";
"5974";"Сретенский туп.";"Сретенский туп.";"Сретенский туп.";"Сретенский туп.";"Сретенский тупик";"1";"1";"105";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"26350";"01.11.1980 00:00:00";"Сретенский";"7";"1";"0";"действующее наи";"архивные данные";"туп.";"Запись не подписана";
"5997";"Старолучанская ул.";"Старолучанская ул.";"Старолучанская ул.";"Старолучанская ул.";"Старолучанская улица";"1";"1";"707";"";"3";"";"1946 г.";"01.01.1946 00:00:00";"";"";"26540";"01.11.1980 00:00:00";"Старолучанская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"5998";"Старомарьинское шоссе";"Старомарьинское шоссе";"Старомарьинское шоссе";"Старомарьинское шоссе";"Старомарьинское шоссе";"1";"1";"217";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"26550";"01.11.1980 00:00:00";"Старомарьинское";"6";"1";"0";"действующее наи";"архивные данные";"шоссе";"Запись не подписана";
"6000";"Старомонетный пер.";"Старомонетный пер.";"Старомонетный пер.";"Старомонетный пер.";"Старомонетный переулок";"1";"1";"117";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"26560";"01.11.1980 00:00:00";"Старомонетный";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"6012";"Староспасская ул.";"Староспасская ул.";"Староспасская ул.";"Староспасская ул.";"Староспасская улица";"1";"1";"803";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"26635";"11.03.1986 00:00:00";"Староспасская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"6033";"Стрельбищенский пер.";"Стрельбищенский пер.";"Стрельбищенский пер.";"Стрельбищенский пер.";"Стрельбищенский переулок";"1";"1";"109";"";"3";"";"1928 г.";"01.01.1928 00:00:00";"";"";"26840";"01.11.1980 00:00:00";"Стрельбищенский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"3850";"Мичуринская аллея";"";"Мичуринская аллея";"Мичуринская аллея";"Мичуринская аллея";"1";"1";"725";"";"9";"";"";"";"";"";"63850";"05.04.2001 00:00:00";"Мичуринская";"9";"0";"0";"действующее наи";"нет данных";"аллея";"Запись не подписана";
"3860";"Марьинский парк кварт.42Б";"Марьинский парк кварт.7б";"Марьинский парк кварт.42Б";"Марьинский парк кварт.42Б";"Марьинский парк кварт.42Б";"5";"1";"";"";"4";"";"";"";"";"";"63860";"";"Марьинский парк кварт.42Б";"33";"0";"0";"существующее, н";"заявка МосгорБТ";"прочие";"Запись не подписана";
"3865";"МЖД Рязанское 8-й км";"";"МЖД, Рязанское, 8-й км";"МЖД Рязанское 8-й км";"МЖД, Рязанское, 8-й километр";"1";"1";"323,415,407";"";"5";"";"";"";"";"";"63865";"";"МЖД, Рязанское, 8-й км";"33";"0";"0";"действующее наи";"заключение Глав";"прочие";"Запись не подписана";
"3871";"МЖД Рижское 7-й км";"";"МЖД, Рижское, 7-й км";"МЖД Рижское 7-й км";"МЖД, Рижское, 7-й километр";"5";"1";"901,919";"";"4";"";"";"";"";"";"63871";"";"МЖД, Рижское, 7-км";"33";"0";"0";"существующее, н";"заявка МосгорБТ";"прочие";"Запись не подписана";
"3944";"Нагорное пос.";"Нагорное пос.";"пос. Нагорное";"Нагорное пос.";"посёлок Нагорное";"1";"1";"801";"";"3";"";"1990 г.";"01.01.1990 00:00:00";"";"";"16840";"31.01.1995 00:00:00";"Нагорное";"15";"1";"0";"действующее наи";"архивные данные";"пос.";"Запись не подписана";
"3952";"Нансена пр.";"Нансена пр.";"пр. Нансена";"Нансена пр.";"проезд Нансена";"1";"1";"225";"";"3";"";"31.01.1964";"31.01.1964 00:00:00";"";"";"16880";"01.11.1980 00:00:00";"Нансена";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"3971";"Настасьинский пер.";"Настасьинский пер.";"Настасьинский пер.";"Настасьинский пер.";"Настасьинский переулок";"1";"1";"113";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"17030";"01.11.1980 00:00:00";"Настасьинский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"3972";"Наташинская ул.";"Наташинская ул.";"Наташинская ул.";"Наташинская ул.";"Наташинская улица";"1";"1";"515,505";"";"3";"";"26.08.1960";"26.08.1960 00:00:00";"";"";"17040";"01.11.1980 00:00:00";"Наташинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"6051";"Суворовская пл.";"Суворовская пл.";"Суворовская пл.";"Суворовская пл.";"Суворовская площадь";"1";"1";"107,113";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"2556";"";"10830";"13.04.1992 00:00:00";"Суворовская";"4";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пл.";"Запись не подписана";
"6060";"Сумской пр.";"Сумской пр.";"Сумской пр.";"Сумской пр.";"Сумской проезд";"1";"1";"533";"";"3";"";"03.09.1968";"03.09.1968 00:00:00";"";"";"27110";"01.11.1980 00:00:00";"Сумской";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"6061";"Степана Супруна ул.";"Степана Супруна ул.";"ул. Степана Супруна";"Степана Супруна ул.";"улица Степана Супруна";"1";"1";"901";"";"3";"";"06.05.1965";"06.05.1965 00:00:00";"";"";"27120";"01.11.1980 00:00:00";"Степана Супруна";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"6063";"Сурский пр.";"";"Сурский пр.";"Сурский пр.";"Сурский проезд";"1";"1";"401";"";"3";"";"31.01.1995";"31.01.1995 00:00:00";"";"";"27140";"31.01.1995 00:00:00";"Сурский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"6103";"Серова пр.";"Серова пр.";"пр. Серова";"Серова пр.";"проезд Серова";"2";"0";"101";"";"3";"";"02.06.1939";"02.06.1939 00:00:00";"";"3149";"24990";"28.03.1995 00:00:00";"Серова";"3";"0";"0";"прежнее наимено";"архивные данные";"пр.";"Запись не подписана";
"6105";"Собиновский пер.";"Собиновский пер.";"Собиновский пер.";"Собиновский пер.";"Собиновский переулок";"2";"0";"109";"";"3";"";"16.05.1937";"16.05.1937 00:00:00";"";"2238";"25610";"28.03.1995 00:00:00";"Собиновский";"2";"0";"0";"прежнее наимено";"архивные данные";"пер.";"Запись не подписана";
"6109";"Станкевича ул.";"Станкевича ул.";"ул. Станкевича";"Станкевича ул.";"улица Станкевича";"2";"0";"109";"";"3";"";"1920 г.";"01.01.1920 00:00:00";"";"766";"26400";"28.03.1995 00:00:00";"Станкевича";"1";"0";"0";"прежнее наимено";"архивные данные";"ул.";"Запись не подписана";
"6122";"Северная 9-я линия";"Северный пос. 9-я линия";"9-я Северная линия";"Северная 9-я линия";"9-я Северная линия";"1";"1";"229";"";"3";"";"1994 г.";"01.01.1994 00:00:00";"";"";"24718";"27.12.1995 00:00:00";"9-я Северная";"17";"1";"0";"действующее наи";"архивные данные";"линия";"Запись не подписана";
"6134";"Силикатный 4-й пр.";"";"4-й Силикатный пр.";"Силикатный 4-й пр.";"4-й Силикатный проезд";"9";"0";"811";"";"2";"№ 551";"26.07.2005";"26.07.2005 00:00:00";"";"";"25204";"01.10.1996 00:00:00";"4-й Силикатный";"3";"0";"1";"упраздненное на";"Постановление М";"пр.";"Запись не подписана";
"6148";"Северная промзона";"Северная промзона";"Северная промзона";"Северная промзона";"Северная промзона";"5";"1";"";"";"9";"";"";"";"";"";"66148";"";"Северная";"34";"0";"0";"существующее, н";"нет данных";"промзона";"Запись не подписана";
"6149";"Северная ул. (пос.ВИЛР)";"Северная ул. (пос.ВИЛР)";"пос.ВИЛР, Северная ул.";"Северная ул.(пос.ВИЛР)";"Северная улица";"5";"1";"";"";"9";"";"";"";"";"";"66149";"";"Северная";"1";"0";"0";"существующее, н";"нет данных";"ул.";"Запись не подписана";
"6150";"Северный р. п.";"Северный р. п.";"р. п. Северный";"Северный р. п.";"рабочий посёлок Северный";"5";"1";"";"";"9";"";"";"";"";"";"66150";"";"Северный";"28";"0";"0";"существующее, н";"нет данных";"р.п.";"Запись не подписана";
"6204";"Самотечный пр.";"Самотечный пр.";"Самотёчный пр.";"Самотечный пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"66204";"";"Самотёчный";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"6207";"Связной пер.";"Связной пер.";"Связной пер.";"Связной пер.";"";"9";"0";"";"";"9";"";"";"";"";"";"66207";"";"Связной";"2";"0";"1";"упраздненное на";"нет данных";"пер.";"Запись не подписана";
"6210";"Северная ул. (Солнцево)";"Северная ул. Солнцево";"Северная ул. Солнцево";"Северная ул.(Солнцево)";"";"9";"0";"";"";"9";"";"";"";"";"";"66210";"";"Северная";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"6214";"Северодвинская 1-я ул.";"Северодвинская 1-я ул.";"Северодвинская 1-я ул.";"Северодвинская 1-я ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"66214";"";"Северодвинская 1-я";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"6228";"Скаковое поле";"Скаковое поле";"Скаковое поле";"Скаковое поле";"";"9";"0";"";"";"9";"";"";"";"";"";"66228";"";"Скаковое поле";"33";"0";"1";"упраздненное на";"нет данных";"прочие";"Запись не подписана";
"6234";"Совхоз им.Моссовета 4-е отд.";"Совхоз им.Моссовета 4-е о";"Совхоз им.Моссовета 4-е о";"Совх.им.Моссовета 4 отд.";"";"9";"0";"315";"";"9";"";"";"";"";"";"66234";"";"Совхоз им. Моссовета";"37";"0";"1";"упраздненное на";"нет данных";"свх.";"Запись не подписана";
"6240";"Соколиной горы 2-я ул.";"Соколиной горы 2-я ул.";"Соколиной горы 2-я ул.";"Соколиной горы 2-я ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"66240";"";"Соколиной горы 2-я";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"6252";"Спортивная ул. (г.Зеленоград)";"Спортивная ул. (г.Зеленоград)";"Зеленоград, Спортивная ул.";"Спортивная ул.(Зел-д)";"Спортивная улица";"1";"1";"";"";"9";"";"";"";"";"";"66252";"";"Спортивная";"1";"0";"0";"действующее наи";"нет данных";"ул.";"Запись не подписана";
"6260";"Старотушинский пр.";"Старотушинский пр.";"Старотушинский пр.";"Старотушинский пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"66260";"";"Старотушинский";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"6540";"Тарусская ул.";"Тарусская ул.";"Тарусская ул.";"Тарусская ул.";"Тарусская улица";"1";"1";"623";"";"3";"";"11.10.1978";"11.10.1978 00:00:00";"";"";"27615";"01.11.1980 00:00:00";"Тарусская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"6541";"Тарутинская ул.";"Тарутинская ул.";"Тарутинская ул.";"Тарутинская ул.";"Тарутинская улица";"1";"1";"735";"";"3";"";"02.08.1966";"02.08.1966 00:00:00";"";"";"27620";"01.11.1980 00:00:00";"Тарутинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"6551";"Тверская Застава пл.";"Тверская Застава пл.";"пл. Тверская Застава";"Тверская Застава пл.";"площадь Тверская Застава";"1";"1";"113";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"453";"";"1665";"05.11.1990 00:00:00";"Тверская Застава";"4";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пл.";"Запись не подписана";
"6552";"Тверская пл.";"Тверская пл.";"Тверская пл.";"Тверская пл.";"Тверская площадь";"1";"1";"113";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"6106";"";"25630";"31.01.1995 00:00:00";"Тверская";"4";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пл.";"Запись не подписана";
"6561";"Тверской-Ямской 1-й пер.";"Тверской-Ямской 1-й пер.";"1-й Тверской-Ямской пер.";"Тверской-Ямской 1-й пер.";"1-й Тверской-Ямской переулок";"1";"1";"113";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"27740";"01.11.1980 00:00:00";"1-й Тверской-Ямской";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"6562";"Тверской-Ямской 2-й пер.";"Тверской-Ямской 2-й пер.";"2-й Тверской-Ямской пер.";"Тверской-Ямской 2-й пер.";"2-й Тверской-Ямской переулок";"1";"1";"113";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"27750";"01.11.1980 00:00:00";"2-й Тверской-Ямской";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"6567";"Текстильщиков 1-я ул.";"Текстильщиков 1-я ул.";"1-я ул. Текстильщиков";"Текстильщиков 1-я ул.";"1-я улица Текстильщиков";"1";"1";"421";"";"3";"";"1986 г.";"01.01.1986 00:00:00";"6743";"";"27770";"01.11.1980 00:00:00";"1-я Текстильщиков";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"6603";"Тишинский Б. пер.";"Тишинский Б. пер.";"Большой Тишинский пер.";"Тишинский Б. пер.";"Большой Тишинский переулок";"1";"1";"109";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"28090";"01.11.1980 00:00:00";"Большой Тишинский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"6620";"Третьего Интернационала ул.";"Третьего Интернационала ул.";"ул. Третьего Интернационала";"Третьего Интернац.ул.";"улица Третьего Интернационала";"1";"1";"315";"";"3";"";"11.12.1985";"11.12.1985 00:00:00";"";"";"8845";"02.01.1985 00:00:00";"Третьего Интернационала";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1";"Искры ул.";"Искры ул.";"ул. Искры";"Искры ул.";"улица Искры";"1";"1";"205";"";"3";"";"29.08.1964";"29.08.1964 00:00:00";"";"";"8940";"01.11.1980 00:00:00";"Искры";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2";"Серп и Молот завода пр.";"""Серп и Молот"" завода пр.";"пр. Завода Серп и Молот";"Серп и Молот завода пр.";"проезд Завода Серп и Молот";"1";"1";"407";"";"2";"№ 3146";"20.10.1983";"20.10.1983 00:00:00";"";"";"22010";"31.01.1995 00:00:00";"Завода Серп и Молот";"3";"1";"0";"действующее наи";"Постановление М";"пр.";"Запись не подписана";
"8";"Абрикосовский пер.";"Абрикосовский пер.";"Абрикосовский пер.";"Абрикосовский пер.";"Абрикосовский переулок";"1";"1";"115";"";"3";"";"01.07.1955";"01.07.1955 00:00:00";"";"";"50";"01.11.1980 00:00:00";"Абрикосовский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"12";"Авиационная ул.";"Авиационная ул.";"Авиационная ул.";"Авиационная ул.";"Авиационная улица";"1";"1";"813";"";"3";"№ 13/2";"05.04.1965";"05.04.1965 00:00:00";"";"";"80";"01.11.1980 00:00:00";"Авиационная";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"22";"Азовская ул.";"Азовская ул.";"Азовская ул.";"Азовская ул.";"Азовская улица";"1";"1";"605";"";"3";"";"29.04.1965";"29.04.1965 00:00:00";"";"";"190";"01.11.1980 00:00:00";"Азовская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"33";"Алексинская ул.";"Алексинская ул.";"Алексинская ул.";"Алексинская ул.";"Алексинская улица";"1";"1";"621";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"295";"11.03.1986 00:00:00";"Алексинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"44";"Сальвадора Альенде ул.";"Сальвадора Альенде ул.";"ул. Сальвадора Альенде";"Сальвадора Альенде ул.";"улица Сальвадора Альенде";"1";"1";"925";"";"3";"";"12.10.1973";"12.10.1973 00:00:00";"5021";"";"24295";"10.09.1999 00:00:00";"Сальвадора Альенде";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"52";"Амурская ул.";"Амурская ул.";"Амурская ул.";"Амурская ул.";"Амурская улица";"1";"1";"309";"";"3";"";"09.08.1965";"09.08.1965 00:00:00";"";"";"440";"01.11.1980 00:00:00";"Амурская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"54";"Анадырский пр.";"Анадырский пр.";"Анадырский пр.";"Анадырский пр.";"Анадырский проезд";"1";"1";"205,213";"";"3";"";"29.09.1964";"29.09.1964 00:00:00";"";"";"450";"01.11.1980 00:00:00";"Анадырский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"73";"Аносова ул.";"Аносова ул.";"ул. Аносова";"Аносова ул.";"улица Аносова";"1";"1";"323";"";"3";"";"03.05.1965";"03.05.1965 00:00:00";"";"";"580";"01.11.1980 00:00:00";"Аносова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"76";"Антонова-Овсеенко ул.";"Антонова-Овсеенко ул.";"ул. Антонова-Овсеенко";"Антонова-Овсеенко ул.";"улица Антонова-Овсеенко";"1";"1";"109";"";"3";"";"05.04.1965";"05.04.1965 00:00:00";"";"";"590";"09.02.1990 00:00:00";"Антонова-Овсеенко";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"312";"Беловежская ул.";"Беловежская ул.";"Беловежская ул.";"Беловежская ул.";"Беловежская улица";"1";"1";"713";"";"3";"";"21.11.1964";"21.11.1964 00:00:00";"";"";"1590";"01.11.1980 00:00:00";"Беловежская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"316";"Белокаменное шоссе";"Белокаменное шоссе";"Белокаменное шоссе";"Белокаменное шоссе";"Белокаменное шоссе";"1";"1";"301";"";"3";"";"1935 г.";"01.01.1935 00:00:00";"";"";"1630";"01.11.1980 00:00:00";"Белокаменное";"6";"1";"0";"действующее наи";"архивные данные";"шоссе";"Запись не подписана";
"324";"Береговой пр.";"Береговой пр.";"Береговой пр.";"Береговой пр.";"Береговой проезд";"1";"1";"733";"";"3";"";"11.07.1958";"11.07.1958 00:00:00";"";"";"1700";"01.11.1980 00:00:00";"Береговой";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"331";"Берингов пр.";"Берингов пр.";"Берингов пр.";"Берингов пр.";"Берингов проезд";"1";"1";"225";"";"3";"";"29.08.1964";"29.08.1964 00:00:00";"";"";"1770";"01.11.1980 00:00:00";"Берингов";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"335";"Бескудниковский бульв.";"Бескудниковский бульв.";"Бескудниковский бульв.";"Бескудниковский бульв.";"Бескудниковский бульвар";"1";"1";"905,911,915";"";"3";"";"23.01.1964";"23.01.1964 00:00:00";"";"";"1830";"01.11.1980 00:00:00";"Бескудниковский";"8";"1";"0";"действующее наи";"архивные данные";"бульв.";"Запись не подписана";
"339";"Бехтерева ул.";"Бехтерева ул.";"ул. Бехтерева";"Бехтерева ул.";"улица Бехтерева";"1";"1";"531";"";"3";"";"05.04.1965";"05.04.1965 00:00:00";"";"";"1850";"01.11.1980 00:00:00";"Бехтерева";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"347";"Богатырский мост";"";"Богатырский мост";"Богатырский мост";"Богатырский мост";"1";"1";"329,301";"";"9";"";"";"";"";"";"93008";"26.03.2009 00:00:00";"Богатырский";"11";"1";"0";"действующее наи";"нет данных";"мост";"Запись не подписана";
"355";"Богатырский 2-й пер.";"Богатырский 2-й пер.";"2-й Богатырский пер.";"Богатырский 2-й пер.";"2-й Богатырский переулок";"1";"1";"301";"";"3";"";"12.03.1954";"12.03.1954 00:00:00";"";"";"2025";"31.01.1995 00:00:00";"2-й Богатырский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"359";"Богородское шоссе";"Богородское шоссе";"Богородское шоссе";"Богородское шоссе";"Богородское шоссе";"1";"1";"301,329";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"2080";"01.11.1980 00:00:00";"Богородское";"6";"1";"0";"действующее наи";"архивные данные";"шоссе";"Запись не подписана";
"365";"Боевская 1-я ул.";"Боевская 1-я ул.";"1-я Боевская ул.";"Боевская 1-я ул.";"1-я Боевская улица";"1";"1";"329";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"2110";"01.11.1980 00:00:00";"1-я Боевская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"368";"Боженинский М. пер.";"Боженинский М. пер.";"Малый Боженинский пер.";"Боженинский М. пер.";"Малый Боженинский переулок";"1";"1";"115";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"2135";"31.01.1995 00:00:00";"Малый Боженинский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"378";"Бориса Галушкина ул.";"Бориса Галушкина ул.";"ул. Бориса Галушкина";"Бориса Галушкина ул.";"улица Бориса Галушкина";"1";"1";"201";"";"3";"";"06.05.1965";"06.05.1965 00:00:00";"";"";"4590";"01.11.1980 00:00:00";"Бориса Галушкина";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"388";"Бородинский мост";"";"Бородинский мост";"Бородинский мост";"Бородинский мост";"1";"1";"725,115,102";"";"9";"";"";"";"";"";"93011";"26.03.2009 00:00:00";"Бородинский";"11";"1";"0";"действующее наи";"нет данных";"мост";"Запись не подписана";
"392";"Бородинская 1-я ул.";"Бородинская 1-я ул.";"1-я Бородинская ул.";"Бородинская 1-я ул.";"1-я Бородинская улица";"1";"1";"703";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"2290";"01.11.1980 00:00:00";"1-я Бородинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"394";"Борьбы пл.";"Борьбы пл.";"пл. Борьбы";"Борьбы пл.";"площадь Борьбы";"1";"1";"113,217";"";"3";"";"1932 г.";"01.01.1932 00:00:00";"";"";"2310";"01.11.1980 00:00:00";"Борьбы";"4";"1";"0";"действующее наи";"архивные данные";"пл.";"Запись не подписана";
"398";"Ботанический 1-й пр.";"Ботанический 1-й пр.";"1-й Ботанический пр.";"Ботанический 1-й пр.";"1-й Ботанический проезд";"1";"1";"225";"";"3";"";"26.08.1960";"26.08.1960 00:00:00";"";"";"2350";"01.11.1980 00:00:00";"1-й Ботанический";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"403";"Василия Ботылева ул.";"Василия Ботылева ул.";"ул. Василия Ботылева";"Василия Ботылева ул.";"улица Василия Ботылева";"1";"1";"707";"";"3";"";"06.05.1973";"06.05.1973 00:00:00";"";"";"2385";"01.11.1980 00:00:00";"Василия Ботылева";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"405";"Бочкова ул.";"Бочкова ул.";"ул. Бочкова";"Бочкова ул.";"улица Бочкова";"1";"1";"219";"";"3";"";"06.05.1965";"06.05.1965 00:00:00";"";"";"2390";"01.11.1980 00:00:00";"Бочкова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"418";"Бронницкая ул.";"Бронницкая ул.";"Бронницкая ул.";"Бронницкая ул.";"Бронницкая улица";"1";"1";"415";"";"3";"";"27.01.1967";"27.01.1967 00:00:00";"";"";"2510";"01.11.1980 00:00:00";"Бронницкая";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"431";"Булатниковская ул.";"Булатниковская ул.";"Булатниковская ул.";"Булатниковская ул.";"Булатниковская улица";"1";"1";"503";"";"3";"";"31.05.1973";"31.05.1973 00:00:00";"";"";"2595";"01.11.1980 00:00:00";"Булатниковская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"433";"Бумажная просека";"Бумажная просека";"Бумажная просека";"Бумажная просека";"Бумажная просека";"1";"1";"321";"";"3";"";"1990 г.";"01.01.1990 00:00:00";"";"";"2598";"31.01.1995 00:00:00";"Бумажная";"14";"1";"0";"действующее наи";"архивные данные";"просека";"Запись не подписана";
"448";"Бухвостова 2-я ул.";"Бухвостова 2-я ул.";"2-я улица Бухвостова";"Бухвостова 2-я ул.";"2-я улица Бухвостова";"1";"1";"331";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"2750";"01.11.1980 00:00:00";"2-я Бухвостова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"453";"Белорусского Вокзала пл.";"Белорусского Вокзала пл.";"пл. Белорусского Вокзала";"Белорусского Вокзала пл.";"площадь Белорусского Вокзала";"2";"0";"113";"";"3";"";"1948 г.";"01.01.1948 00:00:00";"";"6551";"1665";"28.03.1995 00:00:00";"Белорусского Вокзала";"4";"0";"0";"прежнее наимено";"архивные данные";"пл.";"Запись не подписана";
"470";"Бутово Северное мкр.2";"Бутово Северное мкр.2";"Бутово Северное мкр.2";"Бутово Северное мкр.2";"Бутово Северное мкр.2";"5";"1";"";"";"9";"";"";"";"";"";"60470";"";"Бутово Северное 2";"16";"0";"0";"существующее, н";"нет данных";"мкр.";"Запись не подписана";
"534";"Бибирево н.п.";"Бибирево н.п.";"н.п. Бибирево";"Бибирево н.п.";"";"9";"0";"";"";"9";"";"";"";"";"";"60534";"";"Бибирево";"27";"0";"1";"упраздненное на";"нет данных";"н.п.";"Запись не подписана";
"536";"Благодарения бульв.";"Благодарения бульв.";"бульв. Благодарения";"Благодарения бульв.";"бульвар Благодарения";"1";"1";"";"";"9";"";"";"";"";"";"60536";"";"Благодарения";"8";"0";"0";"действующее наи";"нет данных";"бульв.";"Запись не подписана";
"543";"Больничный пр. (Солнцево)";"Больничный пр.г.Солнцево";"Больничный пр.г.Солнцево";"Больничный пр.(Солнцево)";"";"9";"0";"";"";"9";"";"";"";"";"";"60543";"";"Больничный";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"867";"Вятская ул.";"Вятская ул.";"Вятская ул.";"Вятская ул.";"Вятская улица";"1";"1";"923";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"4460";"01.11.1980 00:00:00";"Вятская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1079";"Гарднеровский пер.";"Гарднеровский пер.";"Гарднеровский пер.";"Гарднеровский пер.";"Гарднеровский переулок";"1";"1";"101";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"4630";"01.11.1980 00:00:00";"Гарднеровский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
